"Name","Manufacturer","NumberOfCores","NumberOfLogicalProcessors","MaxClockSpeed","CurrentClockSpeed","LoadPercentage"
"Intel(R) Core(TM) Ultra 7 265U","GenuineIntel","12","14","2100","2100","6"
