"FriendlyName","Class","Manufacturer","Status","Problem","InstanceId"
"Intel(R) HID Event Filter","HIDClass","Intel(R) Corporation","OK","CM_PROB_NONE","ACPI\INTC1077\2&DABA3FF&0"
"Intel(R) ISS HID Device","HIDClass","Intel","OK","CM_PROB_NONE","{DEA5AE2A-D1FD-438A-A091-CBD484788436}\VID_8087&PID_0AC2\6&1C25C748&0&00"
"Microsoft Input Configuration Device","HIDClass","Microsoft","OK","CM_PROB_NONE","HID\VEN_06CB&COL03\5&2AC58B1B&0&0002"
"Portable Device Control device","HIDClass","Microsoft","OK","CM_PROB_NONE","HID\INTC816&COL02\3&307E7B97&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_01\6&5406B41&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_284C&MI_01\7&1839E01B&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_00\7&385F5720&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_02\8&2985FA89&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_00\6&35358605&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C538&MI_00\7&BE57B28&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_047F&PID_C058&MI_03\6&67F655B&0&0003"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_413C&PID_4503&MI_02\6&386BFF60&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_02\7&17DFCA00&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_00\7&17DFCA00&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_01\8&2985FA89&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_047F&PID_C058&MI_03\6&BA27757&0&0003"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_02\6&5406B41&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_01\6&25B24EBB&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_00\6&5406B41&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_00\6&25B24EBB&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_248D&PID_8003\7&A758D7D&0&3"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_01\6&20A717C4&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_248D&PID_8003\6&6A9522F&0&3"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_7260&MI_01\7&2E6901D8&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_01\7&2E598572&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_02\6&35358605&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_0424&PID_284C&MI_01\7&B6967D7&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_A524&MI_03\6&F3C4E&0&0003"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_02\7&2E598572&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_02\6&25B24EBB&0&0002"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_01\6&35358605&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_01\6&DED671F&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_00\6&DED671F&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_413C&PID_4503&MI_00\6&386BFF60&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_413C&PID_4503&MI_01\6&386BFF60&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_00\8&2985FA89&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_00\7&B9331CE&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_2514&MI_00\7&2E598572&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_00\7&1E4CE273&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_01\7&B9331CE&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_4503&MI_01\7&17DFCA00&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_00\6&20A717C4&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_FFFF&PID_BACE&REV_0002&MI_00\2&2CEE342A&0&0000"
"USB Input Device","HIDClass","(Standard system devices)","OK","CM_PROB_NONE","USB\VID_0424&PID_7260&MI_01\7&17DC2EC&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_047F&PID_C057&MI_03\6&162F5009&0&0003"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C538&MI_01\7&BE57B28&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_0A8F&MI_03\6&25A8D75B&0&0003"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_01\7&1E4CE273&0&0001"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_248D&PID_8003\5&2DC84FBA&0&6"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_248D&PID_8003\5&2DC84FBA&0&7"
"USB Input Device","HIDClass","(Standard system devices)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_C534&MI_01\7&385F5720&0&0001"
"Virtual HID Framework (VHF) HID device","HIDClass","Microsoft","OK","CM_PROB_NONE","VHF\HID_DEVICE_SYSTEM_VHF\8&10E60204&0&{D782C0EF-B01F-531C-A36D-E539FE17560B}"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_4503&MI_00\7&2651DBD1&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_00\7&324EDDC5&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_00\8&1DF37E33&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_00\7&38C38A4F&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C538&MI_00\8&2CBEBCA7&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","OK","CM_PROB_NONE","HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL01\3&258C3FBC&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_248D&PID_8003\6&19B1558E&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_4503&MI_00\8&61C42AC&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","OK","CM_PROB_NONE","HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL02\3&258C3FBC&0&0001"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_00\7&11165FA1&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","OK","CM_PROB_NONE","HID\CONVERTEDDEVICE&COL01\5&5923126&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_00\8&1C58E555&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_248D&PID_8003\7&49D9A0D&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_248D&PID_8003\6&2C6B0633&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_00\8&2F8DF735&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_248D&PID_8003\8&E289F5C&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","OK","CM_PROB_NONE","HID\VID_413C&PID_4503&MI_00\7&17351912&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_00\7&7383B30&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_00\9&33F7EB9B&0&0000"
"HID Keyboard Device","Keyboard","(Standard keyboards)","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_00\8&ACCC2B5&0&0000"
"Standard PS/2 Keyboard","Keyboard","(Standard keyboards)","OK","CM_PROB_NONE","ACPI\DLLK0CE8\4&A107C53&0"
"Cirrus Logic XU","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_06&VER_01&ADR_03&LID_00&UID_00&SUBSYS_0CE81028&DYNAMICENUMMICROPHONE0\8&B098AAE&0&00000B00"
"Cirrus Logic XU","MEDIA","Microsoft","Unknown","CM_PROB_PHANTOM","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_06&VER_01&ADR_03&LID_00&UID_00&SUBSYS_0CE81028&DYNAMICENUMSPEAKER0\8&B098AAE&0&00001300"
"Cirrus Logic XU","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_01&VER_01&ADR_01&LID_00&UID_00&SUBSYS_0CE81028&DYNAMICENUMSPEAKER0\8&B83798C&0&00000C00"
"Cirrus Logic XU","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_06&VER_01&ADR_03&LID_00&UID_00&SUBSYS_0CE81028&DYNAMICENUMSPEAKER0\8&B098AAE&0&00001700"
"Cirrus Logic XU","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_03&VER_01&ADR_02&LID_00&UID_00&SUBSYS_0CE81028&DYNAMICENUMMICROPHONE0\8&B76481&0&00000400"
"CS42L43 AMP","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_01&VER_01&ADR_01&LID_00&UID_00&SUBSYS_0CE81028\7&2796BA65&0&0000000000000001"
"CS42L43 MIC","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_03&VER_01&ADR_02&LID_00&UID_00&SUBSYS_0CE81028\7&2796BA65&0&0000000000000002"
"CS42L43 UAJ","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\SDCA_06&MAN_01FA&FUNC_4243&TYPE_06&VER_01&ADR_03&LID_00&UID_00&SUBSYS_0CE81028\7&2796BA65&0&0000000000000003"
"Dell WH3024 Headset","MEDIA","(Generic USB Audio)","Unknown","CM_PROB_PHANTOM","USB\VID_413C&PID_A524&MI_00\6&F3C4E&0&0000"
"HD Audio Driver for Display Audio","MEDIA","Intel Corporation","Unknown","CM_PROB_PHANTOM","HDAUDIO\SUBFUNC_01&VEN_8086&DEV_281D&NID_0001&SUBSYS_00000000&REV_1000\6&15D34DFF&0&0002&00000015"
"HD Audio Driver for Display Audio","MEDIA","Intel Corporation","OK","CM_PROB_NONE","HDAUDIO\SUBFUNC_01&VEN_8086&DEV_281D&NID_0001&SUBSYS_00000000&REV_1000\6&15D34DFF&0&0002&00000025"
"HD Audio Driver for Display Audio","MEDIA","Intel Corporation","Unknown","CM_PROB_PHANTOM","HDAUDIO\SUBFUNC_01&VEN_8086&DEV_281D&NID_0001&SUBSYS_00000000&REV_1000\6&15D34DFF&0&0002&00000029"
"HD Audio Driver for Display Audio","MEDIA","Intel Corporation","OK","CM_PROB_NONE","INTELAUDIO\SGPC_FUNC_01&VEN_8086&DEV_281D&SUBSYS_80860101&REV_1000\5&32640736&1&0201DIF_000B&UIF_0000"
"Intel ACX Streaming for SDW","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\DIF_0001&UIF_0001&CTLR_DEV_7728&LINKTYPE_05&DEVTYPE_05&VEN_8086&DEV_AE35&SUBSYS_0CE81028&REV_0001\5&32640736&1&0500DIF_000B&UIF_0001"
"Intel® Smart Sound Technology for Bluetooth® Audio","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\CTLR_DEV_7728&LINKTYPE_03&DEVTYPE_00&VEN_8086&DEV_AE30&SUBSYS_0CE81028&REV_0001\5&32640736&1&0000DIF_000B&UIF_0000"
"Intel® Smart Sound Technology for Bluetooth® LE Audio","MEDIA","Intel® Corporation","OK","CM_PROB_NONE","INTELAUDIO\CTLR_DEV_7728&LINKTYPE_03&DEVTYPE_03&VEN_8086&DEV_AE33&SUBSYS_0CE81028&REV_0001\5&32640736&1&0301DIF_000B&UIF_0000"
"Intel® Smart Sound Technology for USB Audio","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","INTELAUDIO\CTLR_DEV_7728&LINKTYPE_06&DEVTYPE_06&VEN_8086&DEV_AE50&SUBSYS_0CE81028&REV_0001\5&32640736&1&0604DIF_000B&UIF_0000"
"Logi USB Headset","MEDIA","(Generic USB Audio)","Unknown","CM_PROB_PHANTOM","USB\VID_046D&PID_0A8F&MI_00\6&25A8D75B&0&0000"
"Microsoft Streaming Service Proxy","MEDIA","Microsoft","OK","CM_PROB_NONE","SW\{96E080C7-143C-11D1-B40F-00A0C9223196}\{3C0D501A-140B-11D1-B40F-00A0C9223196}"
"Plantronics Blackwire 3215 Series","MEDIA","(Generic USB Audio)","Unknown","CM_PROB_PHANTOM","USB\VID_047F&PID_C057&MI_00\6&162F5009&0&0000"
"Plantronics Blackwire 3225 Series","MEDIA","(Generic USB Audio)","Unknown","CM_PROB_PHANTOM","USB\VID_047F&PID_C058&MI_00\6&67F655B&0&0000"
"Plantronics Blackwire 3225 Series","MEDIA","(Generic USB Audio)","OK","CM_PROB_NONE","USB\VID_047F&PID_C058&MI_00\6&BA27757&0&0000"
"SoundWire ACX Streaming for SDW - Headphones","MEDIA","Intel(R) Corporation","Unknown","CM_PROB_PHANTOM","{F67B0BEA-BDB7-47D3-9131-75877CDE0ED4}\STREAMING_HEADPHONES&CP_{A91AEFC4-6A26-11F1-A27A-54582D32ED0C}\6&C603BDD&0"
"SoundWire ACX Streaming for SDW - Headset Earphone","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","{F67B0BEA-BDB7-47D3-9131-75877CDE0ED4}\STREAMING_HEADSETOUTPUT&CP_{EBFC0F91-693B-11F1-A27A-54582D32ED0C}\6&C603BDD&0"
"SoundWire ACX Streaming for SDW - Headset Microphone","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","{F67B0BEA-BDB7-47D3-9131-75877CDE0ED4}\STREAMING_HEADSETMIC&CP_{EBFC0F92-693B-11F1-A27A-54582D32ED0C}\6&C603BDD&0"
"SoundWire ACX Streaming for SDW - Microphone Array","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","{F67B0BEA-BDB7-47D3-9131-75877CDE0ED4}\STREAMING_MICROPHONEARRAY&CP_{EBFC0F79-693B-11F1-A27A-54582D32ED0C}\6&C603BDD&0"
"SoundWire ACX Streaming for SDW - Speaker","MEDIA","Intel(R) Corporation","OK","CM_PROB_NONE","{F67B0BEA-BDB7-47D3-9131-75877CDE0ED4}\STREAMING_SPEAKER&CP_{EBFC0F98-693B-11F1-A27A-54582D32ED0C}\6&C603BDD&0"
"SoundWire Audio","MEDIA","Microsoft","OK","CM_PROB_NONE","SOUNDWIRE\AGGREGATOR\6&6FF7181&0"
"Beatbox","Miracast"," ","Unknown","CM_PROB_PHANTOM","SWD\ASPINFRA\BEATBOX._DISPLAY._TCP.LOCAL#MIRACAST"
"Pandorabox1","Miracast","KRAMER","Unknown","CM_PROB_PHANTOM","SWD\ASPINFRA\PANDORABOX1._DISPLAY._TCP.LOCAL#MIRACAST"
"Dell P2422HE(USB Type_C)","Monitor","Dell Inc.","Unknown","CM_PROB_PHANTOM","DISPLAY\DELA1C6\4&20B8D095&0&UID24648"
"Dell P2422HE(USB Type_C)","Monitor","Dell Inc.","Unknown","CM_PROB_PHANTOM","DISPLAY\DELA1C6\4&20B8D095&0&UID8263"
"Dell U2422HE(USB Type_C)","Monitor","Dell Inc.","Unknown","CM_PROB_PHANTOM","DISPLAY\DELA1B9\4&20B8D095&0&UID24648"
"Dell U2422HE(USB Type_C)","Monitor","Dell Inc.","OK","CM_PROB_NONE","DISPLAY\DELA1B9\4&20B8D095&0&UID8263"
"Generic Monitor","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\MS_0001\4&20B8D095&0&UID24648"
"Generic Monitor","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\LGD07A6\1&8713BCA&0&UID0"
"Generic Monitor","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\DEFAULT_MONITOR\3&629B398&0&UID256"
"Generic Monitor","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\DEFAULT_MONITOR\1&8713BCA&0&UID0"
"Generic Monitor (HP 22cw)","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\HWP3183\4&20B8D095&0&UID4145"
"Generic Monitor (HP 22cw)","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\HWP3183\4&20B8D095&0&UID24648"
"Generic Monitor (HP 22cw)","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\HWP3183\4&20B8D095&0&UID8263"
"Generic Monitor (Logi)","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\TSB2345\4&20B8D095&0&UID8263"
"Generic Monitor (Logi)","Monitor","(Standard monitor types)","Unknown","CM_PROB_PHANTOM","DISPLAY\TSB2345\4&20B8D095&0&UID4145"
"Integrated Monitor","Monitor","(Standard monitor types)","OK","CM_PROB_NONE","DISPLAY\LGD07A6\4&20B8D095&0&UID8388688"
"HID-compliant mouse","Mouse","Microsoft","OK","CM_PROB_NONE","HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL05\3&258C3FBC&0&0004"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_01&COL01\9&1020ADD9&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_01&COL01\7&12C0DE21&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_01&COL01\8&1DFCDEF3&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_01&COL01\8&17CA6AF0&0&0000"
"HID-compliant mouse","Mouse","Microsoft","OK","CM_PROB_NONE","HID\VID_413C&PID_4503&MI_01&COL01\7&3B0C56D4&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_01&COL01\7&E77A003&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_01&COL01\8&62FF1EE&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_046D&PID_C534&MI_01&COL01\7&1A68576E&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_01&COL01\7&25936E11&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_4503&MI_01&COL01\8&29F3806E&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_4503&MI_01&COL01\7&27A9E0F&0&0000"
"HID-compliant mouse","Mouse","Microsoft","OK","CM_PROB_NONE","HID\VEN_06CB&COL01\5&2AC58B1B&0&0000"
"HID-compliant mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","HID\VID_413C&PID_2514&MI_01&COL01\8&4955910&0&0000"
"PS/2 Compatible Mouse","Mouse","Microsoft","Unknown","CM_PROB_PHANTOM","ACPI\DLL0CE8\4&A107C53&0"
"Bluetooth Device (Personal Area Network)","Net","Microsoft","Unknown","CM_PROB_PHANTOM","BTH\MS_BTHPAN\6&4CC9C94&0&2"
"Check Point Virtual Network Adapter For Endpoint VPN Client","Net","Check Point","OK","CM_PROB_NONE","ROOT\NET\0000"
"Intel(R) Ethernet Connection (24) I219-LM","Net","Intel","Error","CM_PROB_FAILED_POST_START","PCI\VEN_8086&DEV_57A0&SUBSYS_0CE81028&REV_00\3&11583659&0&FE"
"Intel(R) Wi-Fi 7 BE201 320MHz","Net","Intel Corporation","OK","CM_PROB_NONE","PCI\VEN_8086&DEV_7740&SUBSYS_40E08086&REV_00\3&11583659&0&A3"
"Microsoft Kernel Debug Network Adapter","Net","Microsoft","OK","CM_PROB_NONE","ROOT\KDNIC\0000"
"Realtek USB GbE Family Controller","Net","Realtek","OK","CM_PROB_NONE","USB\VID_0BDA&PID_8153\0033000001"
"Realtek USB GbE Family Controller #2","Net","Realtek","Unknown","CM_PROB_PHANTOM","USB\VID_0BDA&PID_8153\001000001"
"Realtek USB GbE Family Controller #3","Net","Realtek","Unknown","CM_PROB_PHANTOM","USB\VID_0BDA&PID_8153\0013000001"
"WAN Miniport (IKEv2)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_AGILEVPNMINIPORT"
"WAN Miniport (IP)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_NDISWANIP"
"WAN Miniport (IPv6)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_NDISWANIPV6"
"WAN Miniport (L2TP)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_L2TPMINIPORT"
"WAN Miniport (Network Monitor)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_NDISWANBH"
"WAN Miniport (PPPOE)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_PPPOEMINIPORT"
"WAN Miniport (PPTP)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_PPTPMINIPORT"
"WAN Miniport (SSTP)","Net","Microsoft","OK","CM_PROB_NONE","SWD\MSRRAS\MS_SSTPMINIPORT"
"USB Serial Device (COM3)","Ports","Microsoft","Unknown","CM_PROB_PHANTOM","USB\VID_0E8D&PID_0003\5&2DC84FBA&0&2"
"USB Serial Device (COM4)","Ports","Microsoft","Unknown","CM_PROB_PHANTOM","USB\VID_0E8D&PID_0003\6&6A9522F&0&4"
"USB Serial Device (COM5)","Ports","Microsoft","Unknown","CM_PROB_PHANTOM","USB\VID_0E8D&PID_0003\6&6A9522F&0&2"
"USB Serial Device (COM6)","Ports","Microsoft","Unknown","CM_PROB_PHANTOM","USB\VID_0E8D&PID_0003\5&2DC84FBA&0&1"
"TSC TE244","Printer","TSC","Unknown","CM_PROB_PHANTOM","USBPRINT\TSCTE244\6&10B3E789&0&USB001"
"Microsoft Print to PDF","PrintQueue","Microsoft","OK","CM_PROB_NONE","SWD\PRINTENUM\{03FE411B-2DD2-4F48-A99E-39E33CDD2FC8}"
"OneNote (Desktop)","PrintQueue","Microsoft","OK","CM_PROB_NONE","SWD\PRINTENUM\{C0C55ADB-1C01-4B51-B1D1-090920F616EA}"
"OneNote (Desktop) - Protected","PrintQueue","Microsoft","OK","CM_PROB_NONE","SWD\PRINTENUM\{149186D0-7655-4AE8-8A8D-07D883AD5151}"
"Root Print Queue","PrintQueue","Microsoft","OK","CM_PROB_NONE","SWD\PRINTENUM\PRINTQUEUES"
"TSC TE244","PrintQueue","TSC","Unknown","CM_PROB_PHANTOM","SWD\PRINTENUM\{11955308-3725-4E7B-A1B9-A0A560917F55}"
"TSC TE244 #2","PrintQueue","TSC","OK","CM_PROB_NONE","SWD\PRINTENUM\{310F7647-68D5-4BB0-AB2D-032C02949F19}"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\A"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\9"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\8"
"Intel(R) Core(TM) Ultra 7 265U","Processor","Intel","OK","CM_PROB_NONE","ACPI\GENUINEINTEL_-_INTEL64_FAMILY_6_MODEL_181_-_INTEL(R)_CORE(TM)_ULTRA_7_265U\D"
