"Name","Id","Path","StartTime","CPU_s","WorkingSetMB"
"StartMenuExperienceHost","15216","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","18-08-2026 14:31:25","46.359375","17.5"
"svchost","532","C:\Windows\System32\svchost.exe","18-08-2026 14:30:53","4.359375","4"
"svchost","1156","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","2.5","1.6"
"svchost","1252","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","135.140625","17.8"
"svchost","1580","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","372","27.6"
"svchost","1768","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","233.859375","21.2"
"svchost","1852","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","170.09375","5.8"
"svchost","2192","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","6.5625","4.6"
"svchost","2200","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","0.609375","2.8"
"svchost","2208","C:\Windows\System32\svchost.exe","18-08-2026 14:30:53","0.984375","2.5"
"svchost","2216","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","0.84375","5.8"
"svchost","2336","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","30.625","9.4"
"svchost","2352","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","40.578125","3.5"
"svchost","2372","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","1","2.3"
"svchost","2424","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","0.390625","1.9"
"svchost","2452","C:\Windows\System32\svchost.exe","18-08-2026 14:30:53","35.140625","9.9"
"svchost","2552","C:\Windows\system32\svchost.exe","18-08-2026 14:33:14","0.28125","1.7"
"svchost","2604","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","1.265625","2.3"
"svchost","2724","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","362.078125","7.4"
"svchost","2756","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","19.5625","6.6"
"svchost","2944","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","25.84375","5.2"
"svchost","3116","C:\Windows\system32\svchost.exe","18-08-2026 14:30:53","2.609375","3.7"
"svchost","3156","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","2.21875","3.3"
"svchost","3224","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","0.640625","2.2"
"svchost","3452","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","2578.28125","19.2"
"svchost","3540","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","1.25","2.2"
"svchost","3548","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","0.9375","2"
"svchost","3708","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","0.421875","1.8"
"svchost","3732","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","1.328125","3.2"
"svchost","3864","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","5.859375","2.6"
"svchost","3872","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","2.546875","4.8"
"svchost","3932","C:\Windows\system32\svchost.exe","18-08-2026 14:31:03","1.703125","8.6"
"svchost","3964","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","1.109375","4.7"
"svchost","4008","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","0.34375","2.8"
"svchost","4036","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","56.953125","10.8"
"svchost","4076","C:\Windows\System32\svchost.exe","18-08-2026 14:32:10","1.25","4.3"
"svchost","4148","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","22.5625","9.1"
"svchost","4180","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","1.609375","3.2"
"svchost","4320","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","11.984375","8.5"
"svchost","4412","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","1.5625","3.3"
"svchost","4628","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","22.09375","13.2"
"svchost","4648","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","426.46875","23.9"
"svchost","4656","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","148.359375","40.8"
"svchost","4664","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","0.296875","2.3"
"svchost","4720","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","67.578125","29.1"
"svchost","4736","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","0.109375","1.9"
"svchost","4744","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","2.203125","2.4"
"svchost","4792","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","1","1.9"
"svchost","4920","C:\Windows\system32\svchost.exe","19-08-2026 15:07:05","0.046875","10.1"
"svchost","5168","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","2.28125","5.5"
"svchost","5184","C:\Windows\System32\svchost.exe","18-08-2026 14:30:54","0.046875","1.2"
"svchost","5408","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","0.59375","2.9"
"svchost","5704","C:\Windows\system32\svchost.exe","18-08-2026 14:30:54","1.984375","4.9"
"svchost","6176","C:\Windows\system32\svchost.exe","18-08-2026 14:30:56","1.46875","2.9"
"svchost","6284","C:\Windows\System32\svchost.exe","19-08-2026 14:26:25","0.1875","8.3"
"svchost","7112","C:\Windows\system32\svchost.exe","19-08-2026 12:28:44","0.046875","2.1"
"svchost","7216","C:\Windows\System32\svchost.exe","18-08-2026 14:30:56","0.8125","2.4"
"svchost","7436","C:\Windows\system32\svchost.exe","18-08-2026 14:30:56","364.03125","14.4"
"svchost","7476","C:\Windows\System32\svchost.exe","18-08-2026 14:30:56","107.3125","6.3"
"svchost","7852","C:\Windows\system32\svchost.exe","18-08-2026 14:30:56","0.40625","2.1"
"svchost","7988",,"18-08-2026 14:30:56","1.984375","4.7"
"svchost","8288","C:\Windows\system32\svchost.exe","18-08-2026 14:30:57","0.890625","2.1"
"svchost","8468","C:\Windows\system32\svchost.exe","18-08-2026 14:30:57","40.171875","12.3"
"svchost","8700","C:\Windows\system32\svchost.exe","18-08-2026 14:30:58","0.953125","2.5"
"svchost","8736","C:\Windows\System32\svchost.exe","18-08-2026 14:30:57","0.53125","2.2"
"svchost","9008","C:\Windows\system32\svchost.exe","18-08-2026 14:30:57","1.203125","2.6"
"svchost","9116","C:\Windows\System32\svchost.exe","18-08-2026 14:30:57","0.40625","2.5"
"svchost","9276",,"19-08-2026 09:56:44","18.140625","9"
"svchost","10560","C:\Windows\System32\svchost.exe","18-08-2026 15:05:17","0.28125","2"
"svchost","10616","C:\Windows\System32\svchost.exe","19-08-2026 10:07:29","0.234375","2.6"
"svchost","12308","C:\Windows\system32\svchost.exe","18-08-2026 14:56:47","0.90625","2.5"
"svchost","13448","C:\Windows\system32\svchost.exe","18-08-2026 14:31:20","35.9375","7.9"
"svchost","13672","C:\Windows\system32\svchost.exe","18-08-2026 14:31:20","126.8125","18.7"
"svchost","13824","C:\Windows\system32\svchost.exe","18-08-2026 14:34:01","352.265625","33.2"
"svchost","13892","C:\Windows\system32\svchost.exe","18-08-2026 14:31:21","4.703125","11.8"
"svchost","13924","C:\Windows\system32\svchost.exe","18-08-2026 14:31:21","0.296875","2.2"
"svchost","13988","C:\Windows\system32\svchost.exe","18-08-2026 14:31:21","8.234375","14.6"
"svchost","14296","C:\Windows\system32\svchost.exe","18-08-2026 14:31:21","2.8125","3.5"
"svchost","14496","C:\Windows\system32\svchost.exe","18-08-2026 14:31:26","1.203125","3.7"
"svchost","14840","C:\Windows\system32\svchost.exe","18-08-2026 14:31:24","4.453125","12.1"
"svchost","14852","C:\Windows\system32\svchost.exe","18-08-2026 14:31:27","8.09375","5.6"
"svchost","15964","C:\Windows\system32\svchost.exe","18-08-2026 14:44:37","1.84375","6.8"
"svchost","16900","C:\Windows\System32\svchost.exe","18-08-2026 14:33:50","789.40625","5.2"
"svchost","19508","C:\Windows\system32\svchost.exe","18-08-2026 14:32:19","2.203125","2.8"
"svchost","20168","C:\Windows\system32\svchost.exe","19-08-2026 09:57:21","0.109375","1.8"
"svchost","21872","C:\Windows\system32\svchost.exe","18-08-2026 14:32:52","2.328125","4.5"
"svchost","22192","C:\Windows\system32\svchost.exe","18-08-2026 14:33:58","3.65625","2.2"
"svchost","23580","C:\Windows\System32\svchost.exe","19-08-2026 10:07:29","0.46875","3"
"svchost","23884","C:\Windows\System32\svchost.exe","19-08-2026 14:36:00","0.390625","10.1"
"svchost","24684",,"18-08-2026 14:34:01","1.359375","4"
"svchost","25188","C:\Windows\system32\svchost.exe","18-08-2026 14:45:33","0.125","2"
"svchost","25268","C:\Windows\System32\svchost.exe","19-08-2026 10:20:03","7.203125","4"
"svchost","25692","C:\Windows\System32\svchost.exe","19-08-2026 12:28:45","0.796875","3.4"
"svchost","25992","C:\Windows\System32\svchost.exe","19-08-2026 14:10:20","0.078125","2.4"
"svchost","26204","C:\Windows\System32\svchost.exe","18-08-2026 16:31:22","5.75","4.2"
"svchost","28600","C:\Windows\system32\svchost.exe","19-08-2026 12:28:44","0.078125","2"
"svchost","30020","C:\Windows\System32\svchost.exe","19-08-2026 09:56:35","0.078125","1.8"
"System","4",,"18-08-2026 14:30:43","4513.671875","0.1"
"taskhostw","14088","C:\Windows\system32\taskhostw.exe","18-08-2026 14:31:21","7","12.1"
"taskhostw","20240","C:\Windows\system32\taskhostw.exe","18-08-2026 14:32:23","1.578125","3.4"
"TextInputHost","18160","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","18-08-2026 14:31:35","39.78125","29.9"
"TracSrvWrapper","5272","C:\Program Files (x86)\CheckPoint\Endpoint Connect\TracSrvWrapper.exe","18-08-2026 14:30:54","143.8125","7"
"TrGUI","732","C:\Program Files (x86)\CheckPoint\Endpoint Connect\TrGUI.exe","18-08-2026 14:34:01","5.09375","5.2"
"unsecapp","8720","C:\Windows\system32\wbem\unsecapp.exe","18-08-2026 14:30:57","6.5625","4.7"
"UserOOBEBroker","16268","C:\Windows\System32\oobe\UserOOBEBroker.exe","18-08-2026 14:31:38","0.203125","1.5"
"wininit","1256",,"18-08-2026 14:30:53","0.203125","1.4"
"winlogon","1348","C:\Windows\system32\winlogon.exe","18-08-2026 14:30:53","1.828125","1.7"
"wlanext","8348","C:\Windows\system32\WLANExt.exe","18-08-2026 14:30:57","0.328125","1.9"
"WmiApSrv","3428","C:\Windows\system32\wbem\WmiApSrv.exe","19-08-2026 14:36:04","20.921875","3.9"
"WmiPrvSE","6824","C:\Windows\system32\wbem\wmiprvse.exe","18-08-2026 14:30:56","63.765625","16.5"
"WmiPrvSE","7000","C:\Windows\system32\wbem\wmiprvse.exe","18-08-2026 14:30:56","637.171875","35.6"
"WmiPrvSE","12188","C:\Windows\system32\wbem\wmiprvse.exe","19-08-2026 15:09:09","5.34375","14.4"
"WMIRegistrationService","5224","C:\Windows\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_92a56761ef7ba712\WMIRegistrationService.exe","18-08-2026 14:30:54","0.15625","2.6"
"WUDFHost","1628","C:\Windows\System32\WUDFHost.exe","18-08-2026 14:30:53","0.171875","1.3"
"WUDFHost","1808","C:\Windows\System32\WUDFHost.exe","18-08-2026 14:30:53","297.96875","9"
"WUDFHost","2304","C:\Windows\System32\WUDFHost.exe","18-08-2026 14:30:53","119.625","10.6"
"WUDFHost","3432","C:\Windows\System32\WUDFHost.exe","18-08-2026 14:30:54","0.625","1.3"
"WUDFHost","3944","C:\Windows\System32\WUDFHost.exe","18-08-2026 14:30:54","0.859375","3.4"
"WUDFHost","17980","C:\Windows\System32\WUDFHost.exe","19-08-2026 14:09:50","0.03125","1.4"
"ZEPService","5196","C:\Program Files\Zscaler\ZEP\ZEPService.exe","18-08-2026 14:30:54","31.484375","6.4"
"ZSAService","5204","C:\Program Files\Zscaler\ZSAService\ZSAService.exe","18-08-2026 14:30:54","6.53125","4.2"
"ZSATray","4068","C:\Program Files\Zscaler\ZSATray\ZSATray.exe","18-08-2026 14:31:26","127.453125","35"
"ZSATrayManager","11416","C:\Program Files\Zscaler\ZSATrayManager\ZSATrayManager.exe","18-08-2026 14:31:22","1801.984375","20.6"
"ZSATunnel","16212","C:\Program Files\Zscaler\ZSATunnel\ZSATunnel.exe","18-08-2026 14:31:29","558.265625","41.1"
"ZSAUpm","17128","C:\Program Files\Zscaler\ZSAUpm\ZSAUpm.exe","18-08-2026 14:31:32","438.734375","57"
