"BankLabel","DeviceLocator","Manufacturer","PartNumber","SerialNumber","CapacityGB","Speed","ConfiguredClockSpeed"
"","DIMM A","802C0000802C","MTC8C1084S1SC56BD1 KF         ","50EBCDB1","16","5600","5600"
