event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00058,device_02,system_stability,anomaly,80,"5 Kernel-Power Event ID 41 ('the system rebooted without cleanly shutting down first') — a well-known signature of an unexpected power loss, hang requiring hard reset, or crash",5 unexpected shutdown event(s) (Kernel-Power ID 41),BootShutdownHistory/BootShutdownEvents_KernelPower.csv,"{'TimeCreated': '06-05-2026 09:35:37', 'Id': 41, 'LevelDisplayName': 'Critical', 'Message': 'The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.'}",
