event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00003,device_01,cpu_hardware,not_anomaly,85,No CPU hardware error events found,No CPU hardware error events detected,07_CPU/CPU_WHEA_Errors.csv,0 rows,
EVT00004,device_01,cpu_hardware,possible_anomaly,40,200 CPU throttling event(s) present but not at Error/Critical level,CPU throttling present at non-error severity (200 event(s)),07_CPU/CPU_ThrottlingEvents.csv,"{'TimeCreated': '18-08-2026 14:30:45', 'Id': 55, 'LevelDisplayName': 'Information', 'Message': 'Processor 13 in group 0 exposes the following power management capabilities:\r\n\r\nIdle state type: Micro Power Engine Plugin (11 state(s))\r\n\r\nPerformance state type: ACPI Collaborative Processor Performance Control\r\nNominal Frequency (MHz): 700\r\nMaximum performance percentage: 342\r\nMinimum performance percentage: 100\r\nMinimum throttle percentage: 14'}",
EVT00057,device_02,cpu_hardware,not_anomaly,40,CPU temperature column present but no numeric readings captured (sensor likely inaccessible),No usable CPU temperature data,Timeline_Thermal_Power_Fan/ThermalPowerFan.csv,all null,
EVT00061,device_04,cpu_hardware,possible_anomaly,40,1 CPU hardware error event(s) present but not at Error/Critical level,CPU hardware error present at non-error severity (1 event(s)),07_CPU/CPU_WHEA_Errors.csv,"{'TimeCreated': '8/4/2026 7:29:01 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",
EVT00062,device_04,cpu_hardware,possible_anomaly,40,200 CPU throttling event(s) present but not at Error/Critical level,CPU throttling present at non-error severity (200 event(s)),07_CPU/CPU_ThrottlingEvents.csv,"{'TimeCreated': '8/31/2026 3:02:35 PM', 'Id': 55, 'LevelDisplayName': 'Information', 'Message': 'Processor 11 in group 0 exposes the following power management capabilities:\r\n\r\nIdle state type: Micro Power Engine Plugin (11 state(s))\r\n\r\nPerformance state type: ACPI Collaborative Processor Performance Control\r\nNominal Frequency (MHz): 1800\r\nMaximum performance percentage: 276\r\nMinimum performance percentage: 100\r\nMinimum throttle percentage: 7'}",
EVT00084,device_05,cpu_hardware,possible_anomaly,40,1 CPU hardware error event(s) present but not at Error/Critical level,CPU hardware error present at non-error severity (1 event(s)),07_CPU/CPU_WHEA_Errors.csv,"{'TimeCreated': '2/24/2026 11:44:04 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",
EVT00085,device_05,cpu_hardware,possible_anomaly,40,200 CPU throttling event(s) present but not at Error/Critical level,CPU throttling present at non-error severity (200 event(s)),07_CPU/CPU_ThrottlingEvents.csv,"{'TimeCreated': '8/27/2026 11:43:01 AM', 'Id': 55, 'LevelDisplayName': 'Information', 'Message': 'Processor 11 in group 0 exposes the following power management capabilities:\r\n\r\nIdle state type: ACPI Idle (C) States (3 state(s))\r\n\r\nPerformance state type: ACPI Collaborative Processor Performance Control\r\nNominal Frequency (MHz): 1800\r\nMaximum performance percentage: 276\r\nMinimum performance percentage: 100\r\nMinimum throttle percentage: 7'}",
EVT00144,device_06,cpu_hardware,possible_anomaly,40,3 CPU hardware error event(s) present but not at Error/Critical level,CPU hardware error present at non-error severity (3 event(s)),07_CPU/CPU_WHEA_Errors.csv,"{'TimeCreated': '24-08-2026 13:26:09', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",
EVT00145,device_06,cpu_hardware,possible_anomaly,40,200 CPU throttling event(s) present but not at Error/Critical level,CPU throttling present at non-error severity (200 event(s)),07_CPU/CPU_ThrottlingEvents.csv,"{'TimeCreated': '02-09-2026 10:00:13', 'Id': 55, 'LevelDisplayName': 'Information', 'Message': 'Processor 11 in group 0 exposes the following power management capabilities:\r\n\r\nIdle state type: ACPI Idle (C) States (3 state(s))\r\n\r\nPerformance state type: ACPI Collaborative Processor Performance Control\r\nNominal Frequency (MHz): 1800\r\nMaximum performance percentage: 276\r\nMinimum performance percentage: 100\r\nMinimum throttle percentage: 7'}",
