event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00002,device_01,memory_hardware,not_anomaly,85,No WHEA hardware memory error events were found in the System log,No hardware memory errors detected,06_Memory/WHEA_HardwareMemoryErrors.csv,0 rows,
EVT00060,device_04,memory_hardware,possible_anomaly,40,"1 WHEA event(s) present but logged at Information level only — Windows itself did not classify these as faults, so treat as worth watching, not confirmed",1 informational-level WHEA hardware event(s) recorded,06_Memory/WHEA_HardwareMemoryErrors.csv,"{'TimeCreated': '8/4/2026 7:29:01 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",2026-08-04T07:29:01
EVT00083,device_05,memory_hardware,possible_anomaly,40,"1 WHEA event(s) present but logged at Information level only — Windows itself did not classify these as faults, so treat as worth watching, not confirmed",1 informational-level WHEA hardware event(s) recorded,06_Memory/WHEA_HardwareMemoryErrors.csv,"{'TimeCreated': '2/24/2026 11:44:04 AM', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",2026-02-24T11:44:04
EVT00143,device_06,memory_hardware,possible_anomaly,40,"3 WHEA event(s) present but logged at Information level only — Windows itself did not classify these as faults, so treat as worth watching, not confirmed",3 informational-level WHEA hardware event(s) recorded,06_Memory/WHEA_HardwareMemoryErrors.csv,"{'TimeCreated': '24-08-2026 13:26:09', 'Id': 3, 'LevelDisplayName': 'Information', 'Message': 'A hardware event has occurred. An informational record describing the condition is contained in the data section of this event.'}",2026-08-24T13:26:09
