"Host Name","OS Name","OS Version","OS Manufacturer","OS Configuration","OS Build Type","Registered Owner","Registered Organization","Product ID","Original Install Date","System Boot Time","System Manufacturer","System Model","System Type","Processor(s)","BIOS Version","Windows Directory","System Directory","Boot Device","System Locale","Input Locale","Time Zone","Total Physical Memory","Available Physical Memory","Virtual Memory: Max Size","Virtual Memory: Available","Virtual Memory: In Use","Page File Location(s)","Domain","Logon Server","Hotfix(s)","Network Card(s)","Virtualization-based security","Hyper-V Requirements"
"LIND55MBVC4","Microsoft Windows 11 Enterprise","10.0.26100 N/A Build 26100","Microsoft Corporation","Standalone Workstation","Multiprocessor Free","N/A","N/A","00330-80000-00000-AA278","23-05-2026, 23:08:54","18-08-2026, 14:30:40","Dell Inc.","Dell Pro 14 Plus PB14250","x64-based PC","1 Processor(s) Installed.,[01]: Intel64 Family 6 Model 181 Stepping 0 GenuineIntel ~2100 Mhz","Dell Inc. 2.14.4, 03-07-2026","C:\Windows","C:\Windows\system32","\Device\HarddiskVolume1","en-us;English (United States)","00004009","(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi","15,829 MB","2,465 MB","39,381 MB","17,088 MB","22,293 MB","C:\pagefile.sys","WORKGROUP","N/A","10 Hotfix(s) Installed.,[01]: KB2693643,[02]: KB5101001,[03]: KB5120710,[04]: KB5121768,[05]: KB5120994,[06]: KB5050575,[07]: KB5078674,[08]: KB5101650,[09]: KB5120102,[10]: KB5123304","2 NIC(s) Installed.,[01]: Intel(R) Wi-Fi 7 BE201 320MHz,      Connection Name: Wi-Fi,      DHCP Enabled:    Yes,      DHCP Server:     10.250.41.143,      IP address(es),      [01]: 10.243.80.65,[02]: Realtek USB GbE Family Controller,      Connection Name: Ethernet 3,      Status:          Media disconnected","Status: Running,Required Security Properties:,      Base Virtualization Support,      Secure Boot,      DMA Protection,Available Security Properties:,      Base Virtualization Support,      Secure Boot,      DMA Protection,      Secure Memory Overwrite,      UEFI Code Readonly,      SMM Security Mitigations 1.0,      Mode Based Execution Control,      APIC Virtualization,Services Configured:,      Credential Guard,      Hypervisor enforced Code Integrity,Services Running:,      Credential Guard,      Hypervisor enforced Code Integrity,      Hypervisor-Enforced Paging Translation,App Control for Business policy: Enforced,App Control for Business user mode policy: Off,Security Features Enabled:","A hypervisor has been detected. Features required for Hyper-V will not be displayed."
