"Manufacturer","Model","SystemFamily","SerialNumber","AssetTag","BIOSVersion","BIOSReleaseDate","BaseboardProduct","OSName","OSVersion","OSBuildNumber","OSArchitecture","OSInstallDate","LastBootUpTime","TotalVisibleMemoryGB","RegisteredUser","CurrentLoggedInUser","TimeZone"
"Dell Inc.","Dell Pro 14 Plus PB14250","Dell Pro Laptops","55MBVC4","","2.14.4","03-07-2026 05:30:00","0Y00TJ","Microsoft Windows 11 Enterprise","10.0.26100","26100","64-bit","23-05-2026 23:08:54","18-08-2026 14:30:40","15.46",,"ENTERPRISE\arjo5004","India Standard Time"
